Asset Clas,Asset Subt,Asset Type,Descriptio,Geo Point 2D,Geo Shape,Mcc Id,Model Desc,Model No,Objectid,Prop Id,Roadseg Id,Str Id,Addressp 1,Addresspt,Addresspt1
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.811942864580594, 144.95642939829426","{""coordinates"": [144.95642939829426, -37.811942864580594], ""type"": ""Point""}",1237106,Sign - Public Transport 1 Panel,P.16,7511,0,20187,1237106,26,110759,20.7363648
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.82793320904311, 144.90887617925307","{""coordinates"": [144.90887617925307, -37.82793320904311], ""type"": ""Point""}",1370841,Sign - Public Transport 1 Panel,P.16,7599,0,22170,1370841,100,586084,36.91007002
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.8308611221107, 144.98773132067197","{""coordinates"": [144.98773132067197, -37.8308611221107], ""type"": ""Point""}",1248838,Sign - Public Transport 1 Panel,P.16,7976,0,22270,1248838,164,111334,18.44609056
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.80945090290274, 144.95544640306295","{""coordinates"": [144.95544640306295, -37.80945090290274], ""type"": ""Point""}",1238690,Sign - Public Transport 1 Panel,P.16,8096,0,21528,1238690,72,580931,55.72755559
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.79564672738665, 144.92489593979033","{""coordinates"": [144.92489593979033, -37.79564672738665], ""type"": ""Point""}",1235519,Sign - Public Transport 1 Panel,P.16,8935,0,21749,1235519,204,568579,10.9475722
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.82725097105045, 144.95787041193037","{""coordinates"": [144.95787041193037, -37.82725097105045], ""type"": ""Point""}",1232670,Sign - Public Transport 1 Panel,P.16,9970,0,22016,1232670,357,664059,37.24941515
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.805396239323905, 144.9520285962586","{""coordinates"": [144.9520285962586, -37.805396239323905], ""type"": ""Point""}",1257205,Sign - Public Transport 1 Panel,P.16,11093,0,20979,1257205,93,533907,11.15153124
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 5,"-37.79905748382394, 144.93989360176752","{""coordinates"": [144.93989360176752, -37.79905748382394], ""type"": ""Point""}",1234690,Sign - Public Transport 1 Panel,P.16,11651,0,21297,1234690,138,104492,89.61471514
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.790425430580804, 144.94352558479113","{""coordinates"": [144.94352558479113, -37.790425430580804], ""type"": ""Point""}",1234310,Sign - Public Transport 1 Panel,P.16,12044,0,22425,1234310,68,525732,30.53653951
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.79085700678597, 144.92008961006658","{""coordinates"": [144.92008961006658, -37.79085700678597], ""type"": ""Point""}",1370761,Sign - Public Transport 1 Panel,P.16,12481,0,22790,1370761,284,106847,67.5880428
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 1,"-37.800456485496696, 144.96510004696515","{""coordinates"": [144.96510004696515, -37.800456485496696], ""type"": ""Point""}",1575501,Sign - Public Transport 1 Panel,P.16,12890,0,22506,1575501,292,597172,28.06452572
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.790034182492505, 144.95863808667602","{""coordinates"": [144.95863808667602, -37.790034182492505], ""type"": ""Point""}",1252413,Sign - Public Transport 1 Panel,P.16,13187,0,22374,1252413,175,529024,21.00980919
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.841136944254906, 144.97738137656336","{""coordinates"": [144.97738137656336, -37.841136944254906], ""type"": ""Point""}",1255117,Sign - Public Transport 1 Panel,P.16,13233,0,22474,1255117,82,545615,60.55753669
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.84881806234022, 144.98441939922859","{""coordinates"": [144.98441939922859, -37.84881806234022], ""type"": ""Point""}",1255236,Sign - Public Transport 1 Panel,P.16,13548,0,22480,1255236,0,0,0
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.82961907563178, 144.96406241965494","{""coordinates"": [144.96406241965494, -37.82961907563178], ""type"": ""Point""}",1239189,Sign - Public Transport 1 Panel,P.16,13942,0,22459,1239189,115,537240,73.04996609
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 13,"-37.802508730068354, 144.92456498204757","{""coordinates"": [144.92456498204757, -37.802508730068354], ""type"": ""Point""}",1235307,Sign - Public Transport 1 Panel,P.16,13987,0,21680,1235307,162,110970,35.14735701
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.79262854511814, 144.9682820983283","{""coordinates"": [144.9682820983283, -37.79262854511814], ""type"": ""Point""}",1247820,Sign - Public Transport 1 Panel,P.16,14196,0,20540,1247820,348,555950,19.15980501
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.80231431723276, 144.96676746744464","{""coordinates"": [144.96676746744464, -37.80231431723276], ""type"": ""Point""}",1260438,Sign - Public Transport 1 Panel,P.16,14622,0,20528,1260438,360,627281,5.70821032
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.8006162471606, 144.9665441831767","{""coordinates"": [144.9665441831767, -37.8006162471606], ""type"": ""Point""}",1233165,Sign - Public Transport 1 Panel,P.16,15525,0,20757,1233165,140,545460,11.23104145
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.82069471465366, 144.92473362878667","{""coordinates"": [144.92473362878667, -37.82069471465366], ""type"": ""Point""}",1245209,Sign - Public Transport 1 Panel,P.16,15587,0,22156,1245209,51,637267,9.08151028
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.8003609261965, 144.97442342241808","{""coordinates"": [144.97442342241808, -37.8003609261965], ""type"": ""Point""}",1241441,Sign - Public Transport 1 Panel,P.16,15760,0,20608,1241441,159,106922,11.93225984
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.79830746372871, 144.94633943083986","{""coordinates"": [144.94633943083986, -37.79830746372871], ""type"": ""Point""}",1249814,Sign - Public Transport 1 Panel,P.16,16213,0,22517,1249814,349,516357,16.62867695
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.825833042409954, 144.9666164228847","{""coordinates"": [144.9666164228847, -37.825833042409954], ""type"": ""Point""}",1272248,Sign - Public Transport 1 Panel,P.16,16400,0,22121,1272248,127,110623,16.64400973
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.804633940884784, 144.9663703776215","{""coordinates"": [144.9663703776215, -37.804633940884784], ""type"": ""Point""}",1240256,Sign - Public Transport 1 Panel,P.16,16844,0,20524,1240256,342,522527,5.94289029
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.83299002899975, 144.97293669624193","{""coordinates"": [144.97293669624193, -37.83299002899975], ""type"": ""Point""}",1254737,Sign - Public Transport 1 Panel,P.16,17605,0,22708,1254737,350,639648,11.54086253
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.80111524772101, 144.96674878780823","{""coordinates"": [144.96674878780823, -37.80111524772101], ""type"": ""Point""}",1240314,Sign - Public Transport 1 Panel,P.16,17860,0,20530,1240314,179,106109,5.22849577
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.82403291338346, 144.97056844604276","{""coordinates"": [144.97056844604276, -37.82403291338346], ""type"": ""Point""}",1345004,Sign - Public Transport 1 Panel,P.16,19359,0,22466,1345004,206,540075,39.68297552
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.79776685417041, 144.97031833233382","{""coordinates"": [144.97031833233382, -37.79776685417041], ""type"": ""Point""}",1240886,Sign - Public Transport 1 Panel,P.16,19576,0,20563,1240886,101,103091,19.03739399
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.8047924247435, 144.969120352164","{""coordinates"": [144.969120352164, -37.8047924247435], ""type"": ""Point""}",1545853,Sign - Public Transport 1 Panel,P.16,20050,0,20556,1545853,226,633312,5.69670571
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.80752888103373, 144.91363137005712","{""coordinates"": [144.91363137005712, -37.80752888103373], ""type"": ""Point""}",1236313,Sign - Public Transport 1 Panel,P.16,20953,0,22442,1236313,106,104045,66.68350924
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.810346877102674, 144.96112338314163","{""coordinates"": [144.96112338314163, -37.810346877102674], ""type"": ""Point""}",1238871,Sign - Public Transport 1 Panel,P.16,20994,0,20024,1238871,161,660997,16.41454879
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.799621670449625, 144.95568431062944","{""coordinates"": [144.95568431062944, -37.799621670449625], ""type"": ""Point""}",1243850,Sign - Public Transport 1 Panel,P.16,21274,0,21552,1243850,228,103813,73.19158958
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.80682386961907, 144.96904254818034","{""coordinates"": [144.96904254818034, -37.80682386961907], ""type"": ""Point""}",1479415,Sign - Public Transport 1 Panel,P.16,21835,0,20554,1479415,132,108148,36.15343504
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 13,"-37.802167832666704, 144.92008136652066","{""coordinates"": [144.92008136652066, -37.802167832666704], ""type"": ""Point""}",1235277,Sign - Public Transport 1 Panel,P.16,22493,0,21680,1235277,182,102993,44.65559859
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81888176511253, 144.95412220092587","{""coordinates"": [144.95412220092587, -37.81888176511253], ""type"": ""Point""}",1246970,Sign - Public Transport 1 Panel,P.16,22674,0,20071,1246970,58,579287,14.34503015
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.79706577834771, 144.9224359882637","{""coordinates"": [144.9224359882637, -37.79706577834771], ""type"": ""Point""}",1235525,Sign - Public Transport 1 Panel,P.16,22943,0,21844,1235525,152,111424,2.93490477
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.81667022216065, 144.96132496344865","{""coordinates"": [144.96132496344865, -37.81667022216065], ""type"": ""Point""}",1268450,Sign - Public Transport 1 Panel,P.16,23701,0,20172,1268450,122,527384,21.09407353
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.817622931042806, 144.95934733314024","{""coordinates"": [144.95934733314024, -37.817622931042806], ""type"": ""Point""}",1236804,Sign - Public Transport 1 Panel,P.16,23793,0,22612,1236804,99,102122,19.75039184
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.79412896547033, 144.96811766271057","{""coordinates"": [144.96811766271057, -37.79412896547033], ""type"": ""Point""}",1233408,Sign - Public Transport 1 Panel,P.16,26046,0,20538,1233408,140,522611,49.91185911
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.79862363935187, 144.9467915427181","{""coordinates"": [144.9467915427181, -37.79862363935187], ""type"": ""Point""}",1249933,Sign - Public Transport 1 Panel,P.16,26601,0,21168,1249933,79,516364,27.65118958
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.80823830232059, 144.94862350162495","{""coordinates"": [144.94862350162495, -37.80823830232059], ""type"": ""Point""}",1256151,Sign - Public Transport 1 Panel,P.16,27002,0,21651,1256151,124,108936,26.06071423
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.82087887649734, 144.91896726226324","{""coordinates"": [144.91896726226324, -37.82087887649734], ""type"": ""Point""}",1244979,Sign - Public Transport 1 Panel,P.16,27090,0,30638,1244979,307,110514,26.25523043
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.797326843071275, 144.97009551587823","{""coordinates"": [144.97009551587823, -37.797326843071275], ""type"": ""Point""}",1240877,Sign - Public Transport 1 Panel,P.16,27502,0,20817,1240877,117,511185,3.89843097
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.78267580200046, 144.91666362113003","{""coordinates"": [144.91666362113003, -37.78267580200046], ""type"": ""Point""}",1235927,Sign - Public Transport 1 Panel,P.16,27517,0,22526,1235927,0,0,0
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.792410297921826, 144.95854327429197","{""coordinates"": [144.95854327429197, -37.792410297921826], ""type"": ""Point""}",1252307,Sign - Public Transport 1 Panel,P.16,27861,0,22372,1252307,177,515020,57.00969655
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.822473896289935, 144.92102531585414","{""coordinates"": [144.92102531585414, -37.822473896289935], ""type"": ""Point""}",1245081,Sign - Public Transport 1 Panel,P.16,27899,0,22159,1245081,340,605711,29.14846488
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.825538170533164, 144.95708428770402","{""coordinates"": [144.95708428770402, -37.825538170533164], ""type"": ""Point""}",1232702,Sign - Public Transport 1 Panel,P.16,27939,0,22454,1232702,265,622450,25.28253381
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.821119897739464, 144.91851629868225","{""coordinates"": [144.91851629868225, -37.821119897739464], ""type"": ""Point""}",1244962,Sign - Public Transport 1 Panel,P.16,28604,0,22162,1244962,225,110512,8.35595267
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81172390817975, 144.95668033737152","{""coordinates"": [144.95668033737152, -37.81172390817975], ""type"": ""Point""}",1252702,Sign - Public Transport 1 Panel,P.16,28872,0,22615,1252702,260,110759,16.06194587
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.827796021172645, 144.90881358787925","{""coordinates"": [144.90881358787925, -37.827796021172645], ""type"": ""Point""}",1244795,Sign - Public Transport 1 Panel,P.16,28960,0,22170,1244795,91,586084,21.27898891
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.795210432231336, 144.9362942830282","{""coordinates"": [144.9362942830282, -37.795210432231336], ""type"": ""Point""}",1234750,Sign - Public Transport 1 Panel,P.16,29970,0,21287,1234750,75,633265,18.1287082
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.795862870670625, 144.97092135820924","{""coordinates"": [144.97092135820924, -37.795862870670625], ""type"": ""Point""}",1233403,Sign - Public Transport 1 Panel,P.16,30678,0,20567,1233403,7,108238,3.07870395
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.82314198554255, 144.96463636128402","{""coordinates"": [144.96463636128402, -37.82314198554255], ""type"": ""Point""}",1239717,Sign - Public Transport 1 Panel,P.16,30763,0,22073,1239717,212,557088,34.57360473
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.80067995380995, 144.96981348058867","{""coordinates"": [144.96981348058867, -37.80067995380995], ""type"": ""Point""}",1479417,Sign - Public Transport 1 Panel,P.16,31576,0,20561,1479417,149,528486,5.58301084
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.78068129995275, 144.95126818156393","{""coordinates"": [144.95126818156393, -37.78068129995275], ""type"": ""Point""}",1244569,Sign - Public Transport 1 Panel,P.16,31742,0,30708,1244569,308,111342,70.43672599
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 1,"-37.80432561240479, 144.96947035841606","{""coordinates"": [144.96947035841606, -37.80432561240479], ""type"": ""Point""}",1572477,Sign - Public Transport 1 Panel,P.16,31969,0,20556,1572477,197,528455,29.46722145
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.78069264722452, 144.91477250953216","{""coordinates"": [144.91477250953216, -37.78069264722452], ""type"": ""Point""}",1235945,Sign - Public Transport 1 Panel,P.16,33716,0,22526,1235945,139,610631,46.88712984
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.829554112192, 144.9010255967418","{""coordinates"": [144.9010255967418, -37.829554112192], ""type"": ""Point""}",1244930,Sign - Public Transport 1 Panel,P.16,33860,0,22168,1244930,322,111216,8.33871417
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.788531996187324, 144.93353392781896","{""coordinates"": [144.93353392781896, -37.788531996187324], ""type"": ""Point""}",1569615,Sign - Public Transport 1 Panel,P.16,34498,0,23140,1569615,314,619171,16.54048663
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81178098838014, 144.9561942988128","{""coordinates"": [144.9561942988128, -37.81178098838014], ""type"": ""Point""}",1252894,Sign - Public Transport 1 Panel,P.16,35532,0,20028,1252894,348,110759,40.68803565
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.79733528507864, 144.96751272850565","{""coordinates"": [144.96751272850565, -37.79733528507864], ""type"": ""Point""}",1240772,Sign - Public Transport 1 Panel,P.16,35668,0,20534,1240772,183,521784,14.94684087
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 1,"-37.79784952551261, 144.94139186459046","{""coordinates"": [144.94139186459046, -37.79784952551261], ""type"": ""Point""}",1574565,Sign - Public Transport 1 Panel,P.16,35830,0,21329,1574565,8,522795,33.07308528
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 1,"-37.818777568156314, 144.98186969479318","{""coordinates"": [144.98186969479318, -37.818777568156314], ""type"": ""Point""}",1372123,Sign - Public Transport 1 Panel,P.16,36148,110266,0,1372123,112,105145,40.75558103
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 12,"-37.80039992301755, 144.91665597967068","{""coordinates"": [144.91665597967068, -37.80039992301755], ""type"": ""Point""}",1235552,Sign - Public Transport 1 Panel,P.16,36691,0,21843,1235552,201,628200,9.09274969
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.823547652422064, 144.96847951664122","{""coordinates"": [144.96847951664122, -37.823547652422064], ""type"": ""Point""}",1344518,Sign - Public Transport 1 Panel,P.16,36833,0,22080,1344518,0,0,0
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 1,"-37.798900728955765, 144.94922621224848","{""coordinates"": [144.94922621224848, -37.798900728955765], ""type"": ""Point""}",1581811,Sign - Public Transport 1 Panel,P.16,36903,0,21148,1581811,331,104577,7.78996688
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.80294344100893, 144.94833854164688","{""coordinates"": [144.94833854164688, -37.80294344100893], ""type"": ""Point""}",1250987,Sign - Public Transport 1 Panel,P.16,37146,0,20999,1250987,296,107926,13.95688103
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.8032564323768, 144.9495344838827","{""coordinates"": [144.9495344838827, -37.8032564323768], ""type"": ""Point""}",1251688,Sign - Public Transport 1 Panel,P.16,37223,0,20992,1251688,176,103419,10.78174874
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.84112272045477, 144.98584971613218","{""coordinates"": [144.98584971613218, -37.84112272045477], ""type"": ""Point""}",1560878,Sign - Public Transport 1 Panel,P.16,37335,0,22485,1560878,87,107803,13.50218119
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.838256978951584, 144.9151365838097","{""coordinates"": [144.9151365838097, -37.838256978951584], ""type"": ""Point""}",1245260,Sign - Public Transport 1 Panel,P.16,37617,0,22152,1245260,0,0,0
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81946791403019, 144.96111643458073","{""coordinates"": [144.96111643458073, -37.81946791403019], ""type"": ""Point""}",1245480,Sign - Public Transport 1 Panel,P.16,37737,0,20219,1245480,8,513751,46.67244465
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.807560935966926, 144.91815632059857","{""coordinates"": [144.91815632059857, -37.807560935966926], ""type"": ""Point""}",1236357,Sign - Public Transport 1 Panel,P.16,37840,0,22440,1236357,75,514440,14.67984639
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.794106459808795, 144.94708934299945","{""coordinates"": [144.94708934299945, -37.794106459808795], ""type"": ""Point""}",1249790,Sign - Public Transport 1 Panel,P.16,38019,0,21235,1249790,179,100086,18.82231189
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.8137522630152, 144.96027134357547","{""coordinates"": [144.96027134357547, -37.8137522630152], ""type"": ""Point""}",1231165,Sign - Public Transport 1 Panel,P.16,38355,0,20175,1231165,200,655044,27.03952622
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81696691132416, 144.96133145497072","{""coordinates"": [144.96133145497072, -37.81696691132416], ""type"": ""Point""}",1236802,Sign - Public Transport 1 Panel,P.16,39405,0,20116,1236802,177,507826,26.55992118
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.795521349230825, 144.9581692891698","{""coordinates"": [144.9581692891698, -37.795521349230825], ""type"": ""Point""}",1233956,Sign - Public Transport 1 Panel,P.16,40097,0,22363,1233956,171,108457,39.14668738
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.80299443103376, 144.94943962445097","{""coordinates"": [144.94943962445097, -37.80299443103376], ""type"": ""Point""}",1251191,Sign - Public Transport 1 Panel,P.16,40452,0,20999,1251191,115,107995,13.28562306
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.79564535738303, 144.95795134835055","{""coordinates"": [144.95795134835055, -37.79564535738303], ""type"": ""Point""}",1234035,Sign - Public Transport 1 Panel,P.16,40559,0,22603,1234035,158,108456,22.21865455
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.82578298451381, 144.96669743933597","{""coordinates"": [144.96669743933597, -37.82578298451381], ""type"": ""Point""}",1272266,Sign - Public Transport 1 Panel,P.16,40660,0,22121,1272266,156,110623,18.61160337
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81496421167442, 144.9523146850266","{""coordinates"": [144.9523146850266, -37.81496421167442], ""type"": ""Point""}",1253845,Sign - Public Transport 1 Panel,P.16,40960,0,20077,1253845,242,611234,25.38230139
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.79763449349572, 144.9709158095715","{""coordinates"": [144.9709158095715, -37.79763449349572], ""type"": ""Point""}",1241059,Sign - Public Transport 1 Panel,P.16,42605,0,20654,1241059,258,511095,2.64726141
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 5,"-37.79898487483806, 144.96733940321963","{""coordinates"": [144.96733940321963, -37.79898487483806], ""type"": ""Point""}",1240745,Sign - Public Transport 1 Panel,P.16,42754,0,20532,1240745,357,106200,5.91725485
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.81529037403164, 144.9606866865898","{""coordinates"": [144.9606866865898, -37.81529037403164], ""type"": ""Point""}",1344536,Sign - Public Transport 1 Panel,P.16,42844,0,20173,1344536,176,544334,44.09439435
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 11,"-37.81492845640428, 144.95267349910375","{""coordinates"": [144.95267349910375, -37.81492845640428], ""type"": ""Point""}",1373482,Sign - Public Transport 1 Panel,P.16,42863,0,20014,1373482,305,110703,27.72235502
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.82125387877901, 144.9163802885623","{""coordinates"": [144.9163802885623, -37.82125387877901], ""type"": ""Point""}",1244983,Sign - Public Transport 1 Panel,P.16,43242,0,30638,1244983,21,627850,39.08426314
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.818381951580605, 144.95640938337968","{""coordinates"": [144.95640938337968, -37.818381951580605], ""type"": ""Point""}",1247064,Sign - Public Transport 1 Panel,P.16,43437,0,20120,1247064,172,587898,22.6165292
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.809751877544066, 144.95544537030668","{""coordinates"": [144.95544537030668, -37.809751877544066], ""type"": ""Point""}",1252668,Sign - Public Transport 1 Panel,P.16,43508,0,21529,1252668,217,102941,34.30768912
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.78441375631167, 144.9182254956256","{""coordinates"": [144.9182254956256, -37.78441375631167], ""type"": ""Point""}",1235918,Sign - Public Transport 1 Panel,P.16,44125,0,23201,1235918,131,613983,48.49302512
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.7874453383767, 144.92185552555435","{""coordinates"": [144.92185552555435, -37.7874453383767], ""type"": ""Point""}",1581210,Sign - Public Transport 1 Panel,P.16,303,0,23147,1581210,0,0,0
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81624692265885, 144.9638133817537","{""coordinates"": [144.9638133817537, -37.81624692265885], ""type"": ""Point""}",1236981,Sign - Public Transport 1 Panel,P.16,434,0,20114,1236981,102,511385,37.37639771
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.79676938692483, 144.95134039251514","{""coordinates"": [144.95134039251514, -37.79676938692483], ""type"": ""Point""}",1250659,Sign - Public Transport 1 Panel,P.16,519,0,22312,1250659,265,103829,32.27346068
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 13,"-37.83831808208453, 144.9764223997089","{""coordinates"": [144.9764223997089, -37.83831808208453], ""type"": ""Point""}",1255101,Sign - Public Transport 1 Panel,P.16,671,0,22472,1255101,0,0,0
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 3,"-37.84338100233517, 144.98539837705636","{""coordinates"": [144.98539837705636, -37.84338100233517], ""type"": ""Point""}",1257495,Sign - Public Transport 1 Panel,P.16,1388,0,22755,1257495,253,107788,11.91171931
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.78793737975755, 144.95889110591565","{""coordinates"": [144.95889110591565, -37.78793737975755], ""type"": ""Point""}",1252402,Sign - Public Transport 1 Panel,P.16,1986,0,22434,1252402,211,529044,25.23462908
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81925793836065, 144.96137134270353","{""coordinates"": [144.96137134270353, -37.81925793836065], ""type"": ""Point""}",1245490,Sign - Public Transport 1 Panel,P.16,2172,0,20218,1245490,92,627343,20.83965494
Signage,,Sign - Public Transport,Sign - Public Transport 1 Panel Bus Stop Type 8,"-37.81101801255496, 144.95912232576214","{""coordinates"": [144.95912232576214, -37.81101801255496], ""type"": ""Point""}",1237228,Sign - Public Transport 1 Panel,P.16,2416,0,20024,1237228,280,527567,21.70019438
